,application_received,application_year,council_district,address,city,zip,units_withdrawn,replacement_unit,yearbuilt,units,sqftmain,center_lat,center_lon,geometry
2040031029,11/6/19,2019,3,22729 W DEL VALLE ST,LOS ANGELES ,91364.0,3,0.0,1955.0,3.0,1860.0,34.16587989,-118.62131891,POINT (-13204864.81828771 4051097.450097568)
2040031030,12/4/19,2019,3,22727 W DEL VALLE ST,WOODLAND HILLS ,91364.0,3,0.0,1955.0,3.0,1869.0,34.16592862,-118.62116436,POINT (-13204847.61386041 4051104.006178072)
2040033033,2/10/16,2016,3,22431 W DEL VALLE ST,WOODLAND HILLS ,91364.0,3,0.0,1955.0,3.0,1869.0,34.16738928,-118.61652521,POINT (-13204331.1860447 4051300.523521864)
2107014004,4/21/20,2020,3,20327 W STAGG ST,LOS ANGELES ,91306.0,3,0.0,1910.0,3.0,2446.0,34.21138869,-118.57635049,POINT (-13199858.95667153 4057221.803746735)
2111025021,3/16/16,2016,3,7118 N JORDAN AVE,CANOGA PARK ,91303.0,2,9.0,1947.0,2.0,1489.0,34.19976008,-118.60250536,POINT (-13202770.5034817 4055656.567431433)
2112024012,8/13/15,2015,3,7310 N ETON AVE,LOS ANGELES ,91303.0,2,0.0,1961.0,2.0,1500.0,34.20328039,-118.59512137,POINT (-13201948.52147488 4056130.386059903)
2121005006,8/11/15,2015,3,7325 N ENFIELD AVE,LOS ANGELES ,91335.0,1,0.0,1948.0,2.0,2800.0,34.20368352,-118.52459288,POINT (-13194097.32588166 4056184.646891655)
2126006014,2/13/15,2015,3,18561 W GAULT ST,LOS ANGELES ,91335.0,2,33.0,1940.0,2.0,1248.0,34.19944555,-118.53822729,POINT (-13195615.10146012 4055614.234005189)
2126023007,8/15/13,2013,3,6819 N BAIRD AVE,RESEDA ,91335.0,2,7.0,1947.0,2.0,1366.0,34.19444264,-118.53768989,POINT (-13195555.27836577 4054940.900322558)
2129035010,9/28/16,2016,3,18917 W GAULT ST,RESEDA ,91335.0,3,0.0,1953.0,3.0,2933.0,34.19976533,-118.54554709,POINT (-13196429.93786883 4055657.274044189)
2138013009,6/19/18,2018,3,7018 N ALABAMA AVE,LOS ANGELES ,91303.0,1,0.0,1930.0,3.0,3200.0,34.19795218,-118.59866313,POINT (-13202342.78839459 4055413.23953426)
2153025014,9/1/20,2020,3,5649 N MELVIN AVE,LOS ANGELES ,91356.0,2,0.0,1925.0,2.0,3384.0,34.17426201,-118.56061526,POINT (-13198107.31888042 4052225.226956724)
2153027017,1/26/17,2017,3,5836 N MELVIN AVE,LOS ANGELES ,91356.0,2,0.0,1926.0,2.0,1830.0,34.17698937,-118.55942827,POINT (-13197975.18375804 4052592.20523264)
2160004003,10/4/16,2016,3,18525 W CLARK ST,LOS ANGELES ,91356.0,1,0.0,1934.0,0.0,2104.0,34.17069824,-118.53678631,POINT (-13195454.69230028 4051745.72391219)
2182008020,7/19/07,2007,5,5114 N ENFIELD AVE,ENCINO ,91316.0,2,0.0,1945.0,2.0,1366.0,34.16287862,-118.52368373,POINT (-13193996.1197666 4050693.669833098)
2203017041,7/19/07,2007,6,7450 N LOUISE AVE,VAN NUYS ,91406.0,1,0.0,1934.0,3.0,2385.0,34.20634357,-118.50931488,POINT (-13192396.58670132 4056542.693050626)
2206035020,5/1/19,2019,6,16008 W CANTLAY ST,VAN NUYS ,91406.0,2,0.0,1950.0,2.0,1609.0,34.2019198,-118.48182498,POINT (-13189336.42503136 4055947.254135296)
2210020017,6/26/18,2018,6,14721 W BLYTHE ST,VAN NUYS ,91402.0,4,0.0,1953.0,4.0,2970.0,34.21546862,-118.45377963,POINT (-13186214.43095024 4057771.022419932)
2210020018,6/26/18,2018,6,14715 W BLYTHE ST,VAN NUYS ,91402.0,4,0.0,1953.0,4.0,2970.0,34.21546953,-118.45361766,POINT (-13186196.40053232 4057771.144922302)
2212010003,12/11/18,2018,6,14246 W ROSCOE ,VAN NUYS ,91402.0,2,0.0,1950.0,2.0,1827.0,34.22127232,-118.44407621,POINT (-13185134.25117689 4058552.331748951)
2214026021,7/15/14,2014,6,7941 N VENTURA CANYON AVE,Los Angeles ,91402.0,2,34.0,1938.0,3.0,3206.0,34.21508236,-118.42900319,POINT (-13183456.33026577 4057719.024994901)
2216013038,6/23/17,2017,2,6830 N HAZELTINE AVE,VAN NUYS ,91405.0,3,0.0,1926.0,3.0,1815.0,34.1949006,-118.4396313,POINT (-13184639.44605906 4055002.534767886)
2216017011,3/12/19,2019,2,13921 W VANOWEN ST,LOS ANGELES ,91405.0,4,0.0,1948.0,4.0,3081.0,34.19445151,-118.4364382,POINT (-13184283.99179301 4054942.094086367)
2217007037,4/15/15,2015,6,14429 W VOSE ST,VAN NUYS ,91405.0,2,0.0,1957.0,4.0,10884.0,34.19905887,-118.44775798,POINT (-13185544.10393851 4055562.189935665)
2217011064,3/19/15,2015,6,6854 N TYRONE AVE,VAN NUYS ,91405.0,2,0.0,1924.0,1.0,896.0,34.1954707,-118.44395723,POINT (-13185121.00638387 4055079.262018037)
2217014010,7/23/19,2019,6,6853 N HAZELTINE AVE,VAN NUYS ,91405.0,4,0.0,1945.0,4.0,3868.0,34.19549659,-118.44060269,POINT (-13184747.58069923 4055082.746451518)
2219023005,10/6/15,2015,6,6835 N VESPER AVE,VAN NUYS ,91405.0,1,0.0,1937.0,1.0,1158.0,34.19494209,-118.45124311,POINT (-13185932.06683546 4055008.118706898)
2219026021,8/9/13,2013,6,6906 N VESPER AVE,VAN NUYS ,91405.0,2,49.0,1947.0,2.0,1466.0,34.19594557,-118.45054938,POINT (-13185854.8411651 4055143.173077577)
2219026052,8/9/13,2013,6,6908 N VESPER AVE,VAN NUYS ,91405.0,9,0.0,1960.0,10.0,4784.0,34.19606629,-118.45031259,POINT (-13185828.48182288 4055159.420409174)
2221021005,11/21/16,2016,6,14912 W WYANDOTTE ST,VAN NUYS ,91405.0,6,0.0,1946.0,6.0,3760.0,34.20260402,-118.45797292,POINT (-13186681.22585779 4056039.348023082)
2224004006,7/23/18,2018,6,16034 W SHERMAN WAY,VAN NUYS ,91406.0,4,0.0,1955.0,4.0,6492.0,34.20059556,-118.48243162,POINT (-13189403.95588726 4055769.017665702)
2224025013,6/25/20,2020,6,6855 N WOODLEY AVE,VAN NUYS ,91406.0,2,0.0,1948.0,2.0,1809.0,34.19556926,-118.4842827,POINT (-13189610.01717027 4055092.526827293)
2224028045,5/28/20,2020,6,15901 W VANOWEN ST,VAN NUYS ,91406.0,2,0.0,1949.0,1.0,954.0,34.19425088,-118.47946878,POINT (-13189074.13404715 4054915.09244479)
2225009009,6/24/14,2014,6,16617 W VANOWEN ST,VAN NUYS ,91406.0,4,0.0,1953.0,4.0,2960.0,34.19440268,-118.49527142,POINT (-13190833.27588514 4054935.522330674)
2233030001,9/28/16,2016,6,16150 W VANOWEN ST,VAN NUYS ,91406.0,3,0.0,1940.0,3.0,2399.0,34.19355773,-118.48556965,POINT (-13189753.27978895 4054821.805854171)
2235002005,4/30/15,2015,6,6530 N SEPULVEDA BLVD,VAN NUYS ,91411.0,11,68.0,1959.0,10.0,5771.0,34.18944153,-118.46552761,POINT (-13187522.21010169 4054267.848824107)
2236008001,7/23/15,2015,6,14614 W VANOWEN ST,VAN NUYS ,91405.0,2,0.0,1940.0,2.0,1694.0,34.19364702,-118.45167141,POINT (-13185979.74497336 4054833.822776701)
2236020017,6/25/15,2015,6,14827 W VICTORY BLVD,VAN NUYS ,91411.0,2,0.0,1936.0,2.0,1500.0,34.18697249,-118.45627302,POINT (-13186491.99385539 4053935.579092327)
2237002023,3/17/08,2008,6,14416 W VANOWEN ST,VAN NUYS ,91405.0,5,0.0,1937.0,5.0,3101.0,34.19345634,-118.44724437,POINT (-13185486.92913484 4054808.160491892)
2237020011,1/22/10,2010,6,14206 W GILMORE ST,VAN NUYS ,91401.0,2,5.0,1928.0,2.0,1388.0,34.1873643,-118.4425126,POINT (-13184960.19090789 4053988.306063351)
2238002013,6/29/18,2018,2,6632 N HAZELTINE AVE,VAN NUYS ,91405.0,2,0.0,1949.0,2.0,1767.0,34.19166909,-118.43966155,POINT (-13184642.81347366 4054567.62986117)
2238006022,2/19/20,2020,2,13940  VANOWEN ST,VAN NUYS ,91405.0,3,0.0,1950.0,3.0,2301.0,34.19362563,-118.43702515,POINT (-13184349.33076813 4054830.944043628)
2238006032,3/14/16,2016,2,6736 N HAZELTINE AVE,VAN NUYS ,91405.0,1,0.0,1925.0,0.0,2382.0,34.19309287,-118.439594,POINT (-13184635.29384206 4054759.243772704)
2239006030,4/20/16,2016,2,13724 W VICTORY BLVD,LOS ANGELES ,91401.0,5,0.0,1940.0,5.0,2952.0,34.18614469,-118.43229992,POINT (-13183823.32057066 4053824.180529073)
2240012012,5/17/16,2016,6,6361 N TYRONE AVE,VAN NUYS ,91401.0,4,0.0,1924.0,4.0,2876.0,34.18594138,-118.44452989,POINT (-13185184.75460347 4053796.820896957)
2240012013,5/17/16,2016,6,14307 W FRIAR ST,VAN NUYS ,91401.0,2,0.0,1926.0,2.0,1368.0,34.1859413,-118.44469523,POINT (-13185203.16016808 4053796.810131288)
2240012014,6/27/17,2017,6,14311 W FRIAR ST,VAN NUYS ,91401.0,2,0.0,1923.0,2.0,1126.0,34.18594122,-118.44486055,POINT (-13185221.5635063 4053796.79936562)
2240013006,1/16/19,2019,6,14226 W VICTORY BLVD,VAN NUYS ,91401.0,4,0.0,1923.0,3.0,2200.0,34.18634734,-118.44317447,POINT (-13185033.86993926 4053851.451409949)
2240019014,6/5/19,2019,6,6211 N HAZELTINE AVE,LOS ANGELES ,91401.0,4,0.0,1937.0,4.0,2310.0,34.18294064,-118.44017771,POINT (-13184700.27214203 4053393.015952131)
2240020001,6/5/17,2017,6,6220 N TYRONE AVE,VAN NUYS ,91401.0,2,0.0,1920.0,2.0,1876.0,34.18335092,-118.44416455,POINT (-13185144.08514071 4053448.22585004)
2240020002,6/19/18,2018,6,14252 W ERWIN ST,VAN NUYS ,91401.0,2,0.0,1924.0,1.0,837.0,34.18335101,-118.44399922,POINT (-13185125.68068929 4053448.237961045)
2240020022,1/28/15,2015,6,14247 W DELANO ST,VAN NUYS ,91401.0,2,0.0,1940.0,2.0,1524.0,34.18293879,-118.44383364,POINT (-13185107.248408 4053392.767004918)
2240021006,12/6/19,2019,6,14228 W DELANO ST,VAN NUYS ,91401.0,2,0.0,1917.0,1.0,858.0,34.18236186,-118.44333731,POINT (-13185051.99720514 4053315.132074301)
2241002015,1/7/20,2020,6,14757 W FRIAR ST,VAN NUYS ,91411.0,3,0.0,1913.0,3.0,2104.0,34.1859562,-118.45508087,POINT (-13186359.28432444 4053798.815237099)
2241003014,5/8/19,2019,6,14631 W FRIAR ST,VAN NUYS ,91411.0,2,0.0,1919.0,2.0,1927.0,34.18593742,-118.45207214,POINT (-13186024.35403291 4053796.28799641)
2241010009,7/2/14,2014,6,14748 W SYLVAN ST,VAN NUYS ,91411.0,2,5.0,1926.0,2.0,1490.0,34.18430052,-118.45475096,POINT (-13186322.55891123 4053576.011122581)
2241011020,8/23/18,2018,6,14631 W ERWIN ST,VAN NUYS ,91411.0,3,0.0,1952.0,4.0,2461.0,34.18391031,-118.45207074,POINT (-13186024.19818562 4053523.501374773)
2241016011,8/11/08,2008,6,14848 W ERWIN ST,VAN NUYS ,91411.0,2,0.0,1930.0,2.0,1716.0,34.18334885,-118.45707696,POINT (-13186581.48804682 4053447.947296942)
2241017002,4/22/15,2015,6,14800 W DELANO ST,VAN NUYS ,91411.0,2,5.0,1922.0,2.0,2002.0,34.18235538,-118.4555761,POINT (-13186414.41307587 4053314.260092236)
2241017004,1/31/18,2018,6,14810 W DELANO ST,VAN NUYS ,91411.0,3,0.0,1957.0,3.0,2240.0,34.1823552,-118.45590675,POINT (-13186451.2208655 4053314.235870515)
2241017006,6/22/18,2018,6,14822 W DELANO ST,VAN NUYS ,91411.0,3,0.0,1923.0,3.0,1540.0,34.18235503,-118.45623739,POINT (-13186488.02754193 4053314.212994442)
2241017008,5/29/14,2014,6,14832 W DELANO ST,VAN NUYS ,91411.0,2,5.0,1929.0,1.0,644.0,34.18235484,-118.45656803,POINT (-13186524.83421837 4053314.187427069)
2241022005,1/13/17,2017,6,14618 W CALVERT ST,VAN NUYS ,91411.0,3,0.0,1953.0,3.0,1587.0,34.18142996,-118.45157299,POINT (-13185968.78890908 4053189.731514634)
2242023010,3/16/16,2016,6,14931 W DELANO ST,VAN NUYS ,91411.0,3,0.0,1924.0,3.0,1426.0,34.18284175,-118.45865145,POINT (-13186756.75947188 4053379.708722123)
2243004007,8/25/14,2014,4,5720 N SEPULVEDA BLVD,VAN NUYS ,91411.0,6,0.0,1955.0,7.0,5549.0,34.17448552,-118.46553231,POINT (-13187522.7333033 4052255.300763479)
2243004008,8/25/14,2014,4,5714 N SEPULVEDA BLVD,VAN NUYS ,91411.0,14,0.0,1936.0,14.0,7461.0,34.17434812,-118.46553213,POINT (-13187522.71326579 4052236.813254391)
2243004009,8/25/14,2014,4,5703 N HALBRENT AVE,VAN NUYS ,91411.0,12,0.0,1949.0,12.0,8633.0,34.17414146,-118.46530039,POINT (-13187496.91608699 4052209.006698064)
2243004010,8/25/14,2014,4,5700 N SEPULVEDA BLVD,VAN NUYS ,91411.0,17,131.0,1960.0,17.0,9757.0,34.17414126,-118.46575535,POINT (-13187547.56200252 4052208.979787654)
2244006002,8/15/17,2017,4,5946 N CEDROS AVE,VAN NUYS ,91411.0,3,0.0,1943.0,1.0,785.0,34.1788777,-118.45276526,POINT (-13186101.51179837 4052846.29528342)
2244013003,12/4/19,2019,4,5750 N KESTER AVE,VAN NUYS ,91411.0,2,0.0,1955.0,2.0,1835.0,34.17531451,-118.45709298,POINT (-13186583.27138506 4052366.84405252)
2244018001,6/7/16,2016,4,14747 W BURBANK BLVD,VAN NUYS ,91411.0,8,0.0,1950.0,8.0,5922.0,34.17243741,-118.45493018,POINT (-13186342.50959037 4051979.725628139)
2244018018,6/7/16,2016,4,14731 W BURBANK BLVD,VAN NUYS ,91411.0,3,0.0,1949.0,3.0,2268.0,34.17243838,-118.45437829,POINT (-13186281.0734766 4051979.856140973)
2244018019,6/7/16,2016,4,14735 W BURBANK BLVD,VAN NUYS ,91411.0,3,0.0,1948.0,3.0,2187.0,34.17243673,-118.45460054,POINT (-13186305.81423343 4051979.634134606)
2245027036,2/17/16,2016,4,14143 W BURBANK BLVD,VAN NUYS ,91401.0,2,10.0,1950.0,2.0,1408.0,34.17240935,-118.44144675,POINT (-13184841.54102862 4051975.950175068)
2245027037,11/6/15,2015,4,14147 W BURBANK BLVD,VAN NUYS ,91401.0,2,0.0,1948.0,2.0,2087.0,34.1724092,-118.44161205,POINT (-13184859.94214045 4051975.92999268)
2246006001,6/25/19,2019,2,13822 W OXNARD ST,VAN NUYS ,91401.0,2,0.0,1948.0,2.0,1152.0,34.17912095,-118.43432008,POINT (-13184048.20375318 4052879.026948734)
2248005019,6/26/18,2018,4,14425 W RIVERSIDE DR,LOS ANGELES ,91423.0,2,0.0,1948.0,2.0,1553.0,34.15798261,-118.4473727,POINT (-13185501.21476509 4050035.008747648)
2249007007,5/11/12,2012,4,14625 W MAGNOLIA BLVD,SHERMAN OAKS ,91403.0,4,30.0,1949.0,4.0,3340.0,34.16536715,-118.45108397,POINT (-13185914.35145169 4051028.46685238)
2250004006,12/16/13,2013,4,5324 N SEPULVEDA BLVD,VAN NUYS ,91411.0,3,7.0,1946.0,4.0,2876.0,34.16745619,-118.465549,POINT (-13187524.5912256 4051309.52568147)
2263002013,11/7/16,2016,4,15206 W MAGNOLIA BLVD,LOS ANGELES ,91403.0,4,0.0,1952.0,4.0,3200.0,34.16456631,-118.46432541,POINT (-13187388.38180986 4050920.723917816)
2263002014,11/7/16,2016,4,15200 W MAGNOLIA BLVD,LOS ANGELES ,91403.0,3,0.0,1953.0,3.0,2329.0,34.16456641,-118.46415982,POINT (-13187369.94841538 4050920.737371497)
2263005010,8/7/13,2013,4,14944 W MAGNOLIA BLVD,SHERMAN OAKS ,91403.0,3,18.0,1950.0,3.0,2284.0,34.16456898,-118.45909975,POINT (-13186806.6639996 4050921.083130988)
2263005011,8/7/13,2013,4,14950 W MAGNOLIA BLVD,VAN NUYS ,91403.0,3,0.0,1950.0,3.0,2284.0,34.16456892,-118.45926504,POINT (-13186825.06399824 4050921.075058783)
2263017003,11/19/15,2015,4,4966 N SEPULVEDA BLVD,SHERMAN OAKS ,91403.0,3,0.0,1948.0,3.0,2312.0,34.16087476,-118.46579358,POINT (-13187551.81774666 4050424.085578188)
2263017004,11/19/15,2015,4,4962 N SEPULVEDA BLVD,LOS ANGELES ,91403.0,5,0.0,1947.0,5.0,3763.0,34.16073737,-118.46579346,POINT (-13187551.80438832 4050405.602395171)
2263017005,11/19/15,2015,4,4956 N SEPULVEDA BLVD,SHERMAN OAKS ,91403.0,6,0.0,1953.0,6.0,4170.0,34.16059998,-118.46579333,POINT (-13187551.78991678 4050387.119242232)
2264004012,11/14/12,2012,4,4742 1/2 N SEPULVEDA BLVD,SHERMAN OAKS ,91403.0,3,0.0,1953.0,3.0,3400.0,34.1569388,-118.46560783,POINT (-13187531.14015124 4049894.589744029)
2264004013,11/14/12,2012,4,4746 N SEPULVEDA BLVD,SHERMAN OAKS ,91403.0,3,19.0,1953.0,3.0,3400.0,34.1570992,-118.46560796,POINT (-13187531.15462277 4049916.167512367)
2264020028,11/7/18,2018,4,4615 N KESTER AVE,LOS ANGELES ,91403.0,2,0.0,1941.0,4.0,2181.0,34.15442469,-118.45776091,POINT (-13186657.62501255 4049556.385104963)
2265004002,4/12/17,2017,4,14655 W MOORPARK ST,SHERMAN OAKS ,91403.0,3,0.0,1945.0,4.0,2134.0,34.15274015,-118.45272703,POINT (-13186097.25605423 4049329.782020526)
2265011002,7/25/07,2007,4,4438 N VISTA DEL MONTE AVE,Los Angeles ,91403.0,4,0.0,1940.0,4.0,2788.0,34.15222155,-118.44953122,POINT (-13185741.50011236 4049260.02123905)
2265022032,5/20/14,2014,4,4485 N HAZELTINE AVE,SHERMAN OAKS ,91423.0,5,5.0,1952.0,4.0,3250.0,34.15286494,-118.44029514,POINT (-13184713.34438984 4049346.568524728)
2266003011,9/5/14,2014,5,14229 W DICKENS ST,SHERMAN OAKS ,91423.0,8,0.0,1951.0,8.0,6384.0,34.1491279,-118.44308205,POINT (-13185023.58179192 4048843.88003827)
2266003012,9/5/14,2014,5,14225 W DICKENS ST,SHERMAN OAKS ,91423.0,8,0.0,1950.0,8.0,6384.0,34.14910105,-118.44291993,POINT (-13185005.53467607 4048840.268387032)
2266006019,9/19/07,2007,4,14422 W DICKENS ST,SHERMAN OAKS ,91423.0,3,9.0,1941.0,3.0,1731.0,34.14937845,-118.44698745,POINT (-13185458.32893126 4048877.582112875)
2266006080,9/19/07,2007,4,14426 W DICKENS ST,SHERMAN OAKS ,91423.0,2,0.0,1940.0,2.0,1878.0,34.14940258,-118.44715022,POINT (-13185476.44840478 4048880.827901671)
2266019014,6/25/19,2019,4,4243 N MAMMOTH AVE,LOS ANGELES ,91423.0,3,0.0,1940.0,3.0,2192.0,34.14775722,-118.43309937,POINT (-13183912.31493757 4048659.508390606)
2269018080,4/2/15,2015,4,14031 W RIVERSIDE DR,SHERMAN OAKS ,91423.0,2,5.0,1948.0,2.0,2112.0,34.15791159,-118.43875592,POINT (-13184541.99920321 4050025.454695588)
2271005006,5/14/14,2014,4,4521 N MATILIJA AVE,SHERMAN OAKS ,91423.0,2,0.0,1924.0,2.0,1746.0,34.1536784,-118.43444888,POINT (-13184062.54170359 4049455.994164259)
2276010020,3/6/17,2017,4,15035 W GREENLEAF ST,SHERMAN OAKS ,91403.0,2,0.0,1946.0,3.0,3222.0,34.15075811,-118.46123641,POINT (-13187044.5159028 4049063.165241808)
2276025017,3/12/19,2019,4,15007 W VALLEY VISTA BLVD,LOS ANGELES ,91403.0,2,0.0,1947.0,2.0,3698.0,34.14730786,-118.46046,POINT (-13186958.08633695 4048599.065142679)
2276041017,2/12/18,2018,4,4409 N SAUGUS AVE,SHERMAN OAKS ,91403.0,4,0.0,1948.0,4.0,3750.0,34.15014745,-118.46645577,POINT (-13187625.53240026 4048981.022750618)
2276042001,3/28/18,2018,4,15300 W SUTTON ST,LOS ANGELES ,91403.0,5,0.0,1949.0,5.0,5414.0,34.14987535,-118.46786128,POINT (-13187781.99305777 4048944.42160586)
2283023002,8/13/14,2014,5,4554 N SHERMAN OAKS AVE,Los Angeles ,91403.0,1,0.0,1946.0,0.0,4396.0,34.15339797,-118.46877692,POINT (-13187883.92163632 4049418.270946243)
2310021041,2/12/18,2018,6,11946 W STRATHERN ST,LOS ANGELES ,91605.0,2,0.0,1948.0,2.0,1650.0,34.21522966,-118.39361104,POINT (-13179516.49414969 4057738.854151031)
2314007017,2/19/20,2020,6,11063 W ARMINTA ST,SUN VALLEY ,91352.0,3,0.0,1960.0,3.0,3285.0,34.21437704,-118.37265146,POINT (-13177183.28437685 4057624.077067954)
2314008041,8/14/18,2018,6,11050 W ARMINTA ST,LOS ANGELES ,91352.0,18,0.0,1972.0,18.0,18306.0,34.21338728,-118.37209181,POINT (-13177120.98442383 4057490.8400763)
2316020005,5/1/19,2019,2,7327 N TUJUNGA AVE,LOS ANGELES ,91605.0,2,0.0,1949.0,2.0,1680.0,34.20384845,-118.37939516,POINT (-13177933.98962691 4056206.846353701)
2317001010,6/3/13,2013,6,12045 W KESWICK ST,Los Angeles ,91605.0,3,32.0,1952.0,3.0,3148.0,34.21050224,-118.39593698,POINT (-13179775.41660611 4057102.47803609)
2317017002,1/29/18,2018,2,7401 N LANKERSHIM BLVD,NORTH HOLLYWOOD ,91605.0,3,0.0,1927.0,10.0,5978.0,34.20503701,-118.38840047,POINT (-13178936.45615055 4056366.82697845)
2320018013,3/31/17,2017,2,6707 N KRAFT AVE,LOS ANGELES ,91606.0,2,0.0,1956.0,2.0,960.0,34.19246892,-118.38033322,POINT (-13178038.41398845 4054675.271482706)
2321011012,11/5/18,2018,2,6905 N BEN AVE,LOS ANGELES ,91605.0,2,0.0,1946.0,2.0,2113.0,34.1960014,-118.39462516,POINT (-13179629.3854717 4055150.687061787)
2324029011,12/20/16,2016,2,12555 W VANOWEN ST,LOS ANGELES ,91605.0,4,0.0,1919.0,4.0,3038.0,34.19425949,-118.40706472,POINT (-13181014.15095659 4054916.251214012)
2324029019,1/22/20,2020,2,6825 N WHITSETT AVE,LOS ANGELES ,91605.0,3,0.0,1930.0,3.0,3619.0,34.19469385,-118.40569117,POINT (-13180861.24807001 4054974.709323411)
2328003007,2/23/18,2018,2,13612 W LEADWELL ST,LOS ANGELES ,91405.0,2,0.0,1950.0,2.0,2110.0,34.20366392,-118.42953547,POINT (-13183515.58340433 4056182.00874832)
2328033043,4/25/18,2018,2,7040 N WOODMAN AVE,LOS ANGELES ,91405.0,10,0.0,1956.0,10.0,8626.0,34.19862735,-118.43078826,POINT (-13183655.0433492 4055504.11103862)
2329002009,10/6/20,2020,2,6552 N WOODMAN AVE,LOS ANGELES ,91401.0,3,0.0,1952.0,3.0,2333.0,34.18974233,-118.43085391,POINT (-13183662.35147377 4054308.329487218)
2329002010,10/6/20,2020,2,6558 N WOODMAN AVE,LOS ANGELES ,91401.0,3,0.0,1952.0,3.0,2333.0,34.18987972,-118.43085402,POINT (-13183662.36371892 4054326.819024291)
2329026018,7/23/20,2020,2,6603 N FULTON AVE,LOS ANGELES ,91401.0,2,0.0,1946.0,2.0,2365.0,34.19050377,-118.42283941,POINT (-13182770.18141481 4054410.80219409)
2332021018,7/23/18,2018,2,12609 W OXNARD ST,LOS ANGELES ,91606.0,3,0.0,1941.0,2.0,2060.0,34.17971506,-118.40783693,POINT (-13181100.11298057 4052958.970653468)
2333010017,7/24/17,2017,2,6144 N WHITSETT AVE,LOS ANGELES ,91606.0,5,0.0,1948.0,5.0,5402.0,34.18256864,-118.4047645,POINT (-13180758.09163748 4053342.957487671)
2333011018,5/5/15,2015,2,6011 N RHODES AVE,LOS ANGELES ,91606.0,1,0.0,1946.0,2.0,1772.0,34.17984933,-118.40336384,POINT (-13180602.1708795 4052977.038162123)
2334014054,7/20/16,2016,2,6047 N HAZELHURST PL,LOS ANGELES ,91606.0,2,0.0,1923.0,2.0,1326.0,34.18076696,-118.38679819,POINT (-13178758.09115684 4053100.516164054)
2335032014,4/4/18,2018,2,11687 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4,0.0,1949.0,4.0,2388.0,34.18328681,-118.38744568,POINT (-13178830.16941394 4053439.598781169)
2335032015,4/4/18,2018,2,11683 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4,0.0,1949.0,4.0,2376.0,34.18328652,-118.38728034,POINT (-13178811.76384933 4053439.55975685)
2335032017,5/3/17,2017,2,11671 W ERWIN ST,LOS ANGELES ,91606.0,2,0.0,1952.0,2.0,1552.0,34.18325485,-118.38692129,POINT (-13178771.79458616 4053435.298033012)
2336016001,12/17/15,2015,2,11324 W VICTORY BLVD,LOS ANGELES ,91606.0,2,0.0,1939.0,2.0,1368.0,34.18637801,-118.37776537,POINT (-13177752.56223402 4053855.578718478)
2336016003,12/17/15,2015,2,11312 W VICTORY BLVD,LOS ANGELES ,91606.0,4,0.0,1950.0,4.0,2516.0,34.18638035,-118.37740928,POINT (-13177712.92247654 4053855.893615894)
2336016004,5/2/17,2017,2,11306 W VICTORY BLVD,LOS ANGELES ,91606.0,5,0.0,1939.0,5.0,3048.0,34.1863805,-118.37723071,POINT (-13177693.04415507 4053855.913801627)
2337014005,4/18/16,2016,2,5832 N TUJUNGA AVE,LOS ANGELES ,91601.0,2,6.0,1949.0,2.0,2050.0,34.17684101,-118.37864069,POINT (-13177850.00241069 4052572.242437479)
2337017026,5/8/19,2019,2,11249 W HATTERAS ST,NORTH HOLLYWOOD ,91601.0,2,0.0,1925.0,3.0,1399.0,34.17605006,-118.37631535,POINT (-13177591.14674597 4052465.815604436)
2337030004,4/10/19,2019,2,5747 N FULCHER AVE,LOS ANGELES ,91601.0,3,0.0,1951.0,3.0,2073.0,34.17523893,-118.37333725,POINT (-13177259.62617044 4052356.674473368)
2337030005,4/10/19,2019,2,5741 N FULCHER AVE,LOS ANGELES ,91601.0,3,0.0,1951.0,3.0,1974.0,34.17510154,-118.37333696,POINT (-13177259.59388779 4052338.188144759)
2337030019,1/23/19,2019,2,5728 N FAIR AVE,NORTH HOLLYWOOD ,91601.0,2,0.0,1936.0,2.0,2120.0,34.17482855,-118.37404808,POINT (-13177338.75540408 4052301.456427924)
2337031007,10/13/15,2015,2,11135 W BURBANK BLVD,NORTH HOLLYWOOD ,91601.0,4,0.0,1925.0,4.0,2492.0,34.17255137,-118.37362969,POINT (-13177292.18044233 4051995.058878089)
2337031009,5/27/16,2016,2,5630 N FAIR AVE,NORTH HOLLYWOOD ,91601.0,2,0.0,1922.0,2.0,2322.0,34.17305553,-118.37404403,POINT (-13177338.30456014 4052062.893553451)
2337033017,3/20/19,2019,2,5749 N KLUMP AVE,LOS ANGELES ,91601.0,2,0.0,1922.0,2.0,2260.0,34.1753739,-118.37551246,POINT (-13177501.76944001 4052374.835211403)
2337034016,4/10/19,2019,2,5617 N KLUMP AVE,LOS ANGELES ,91601.0,2,0.0,1917.0,2.0,1770.0,34.17267967,-118.37550678,POINT (-13177501.1371453 4052012.321591251)
2337036007,2/19/16,2016,2,11343 W MIRANDA ST,LOS ANGELES ,91601.0,2,0.0,1923.0,2.0,1180.0,34.17517157,-118.37819071,POINT (-13177799.91086623 4052347.610934451)
2337037021,7/31/19,2019,2,11318 W MIRANDA ST,NORTH HOLLYWOOD ,91601.0,2,0.0,1928.0,2.0,1992.0,34.17464546,-118.37747876,POINT (-13177720.65695476 4052276.821123106)
