,application_received,application_year,council_district,address,city,zip,units_withdrawn,replacement_unit,yearbuilt,units,sqftmain,center_lat,center_lon,geometry
2421014009,1/12/16,2016,2,4817 N CRANER AVE,LOS ANGELES ,91601.0,4,0.0,1937.0,4.0,2760.0,34.1582123,-118.3694138,POINT (-13176822.86971429 4050065.908129863)
2421014010,1/12/16,2016,2,4823 N CRANER AVE,LOS ANGELES ,91601.0,2,0.0,1936.0,2.0,2180.0,34.15834929,-118.36941584,POINT (-13176823.09680605 4050084.336949403)
2421014011,1/12/16,2016,2,4827 N CRANER AVE,LOS ANGELES ,91601.0,5,0.0,1941.0,5.0,2361.0,34.15848646,-118.36941616,POINT (-13176823.13242829 4050102.790013714)
2421014031,1/22/16,2016,2,10908 W PEACH GROVE ST,LOS ANGELES ,91601.0,3,0.0,1938.0,3.0,2090.0,34.15874914,-118.36844201,POINT (-13176714.69054633 4050138.127641552)
2421014032,1/22/16,2016,2,10904 W PEACH GROVE ST,NORTH HOLLYWOOD ,91601.0,3,0.0,1940.0,3.0,1998.0,34.15874948,-118.36824379,POINT (-13176692.62479687 4050138.173380901)
2421015004,10/2/19,2019,2,10920 W CAMARILLO ST,LOS ANGELES ,91602.0,2,0.0,1921.0,1.0,1925.0,34.15738022,-118.36876873,POINT (-13176751.06085036 4049953.971753677)
2421022001,10/6/16,2016,2,10800 W BLIX ST,LOS ANGELES ,91602.0,4,0.0,1946.0,4.0,2976.0,34.15636944,-118.36595749,POINT (-13176438.11504507 4049817.997068873)
2421022002,3/10/20,2020,2,10806 W BLIX ST,LOS ANGELES ,91602.0,1,0.0,1939.0,2.0,2999.0,34.15636908,-118.36614567,POINT (-13176459.06314684 4049817.948640336)
2421024004,1/14/19,2019,2,4641 W DENNY AVE,LOS ANGELES ,91602.0,2,0.0,1940.0,2.0,1989.0,34.15503838,-118.36495463,POINT (-13176326.47718053 4049638.939356606)
2421024012,12/10/19,2019,2,10815 W HORTENSE ST,LOS ANGELES ,91602.0,2,0.0,1938.0,2.0,1936.0,34.15503392,-118.36633463,POINT (-13176480.09807782 4049638.339390356)
2421030001,4/3/18,2018,2,10806 W HORTENSE ST,LOS ANGELES ,91602.0,2,0.0,1928.0,1.0,1237.0,34.15452771,-118.36609924,POINT (-13176453.89458289 4049570.243426414)
2421030019,4/3/18,2018,2,10810 W HORTENSE ST,LOS ANGELES ,91602.0,2,0.0,1924.0,2.0,1676.0,34.15451555,-118.36639905,POINT (-13176487.26927942 4049568.607653947)
2421034014,7/23/19,2019,4,4559 N CAHUENGA BLVD,NORTH HOLLYWOOD ,91602.0,2,0.0,1941.0,2.0,2182.0,34.15395006,-118.36185609,POINT (-13175981.54928553 4049492.537768377)
2423004012,4/28/20,2020,4,10657 W MOORPARK ST,NORTH HOLLYWOOD ,91602.0,2,0.0,1924.0,2.0,2086.0,34.15065039,-118.36349357,POINT (-13176163.83272531 4049048.675320258)
2423011002,3/3/14,2014,4,11114 W RIVERSIDE DR,Los Angeles ,91602.0,3,0.0,1950.0,3.0,2858.0,34.15207394,-118.37293227,POINT (-13177214.54400306 4049240.165187486)
2423011005,4/3/14,2014,4,11100  RIVERSIDE ,NORTH HOLLYWOOD ,91602.0,4,0.0,1948.0,4.0,2713.0,34.15207428,-118.37243648,POINT (-13177159.35291272 4049240.210923219)
2423013006,4/13/15,2015,4,11032 W MOORPARK ST,LOS ANGELES ,91602.0,8,0.0,1951.0,8.0,7648.0,34.14950642,-118.37175055,POINT (-13177082.9955344 4048894.795699591)
2423014009,7/17/08,2008,4,10950 W MOORPARK ST,NORTH HOLLYWOOD ,91602.0,2,0.0,1941.0,0.0,3017.0,34.15003693,-118.3697163,POINT (-13176856.54386025 4048966.156295683)
2423016036,11/20/13,2013,4,10716 W BLOOMFIELD ST,NORTH HOLLYWOOD ,91602.0,2,0.0,1946.0,2.0,1512.0,34.14939296,-118.36424003,POINT (-13176246.92827241 4048879.533890446)
2423018020,11/23/16,2016,4,10613 W WHIPPLE ST,NORTH HOLLYWOOD ,91602.0,4,0.0,1947.0,4.0,2922.0,34.14817793,-118.36215368,POINT (-13176014.67685279 4048716.098229028)
2423018021,11/23/16,2016,4,10621 W WHIPPLE ST,NORTH HOLLYWOOD ,91602.0,4,0.0,1947.0,4.0,2922.0,34.14817779,-118.36231893,POINT (-13176033.07239865 4048716.079397536)
2423019009,9/2/14,2014,4,10842 W BLOOMFIELD ST,Los Angeles ,91602.0,5,0.0,1935.0,5.0,3075.0,34.14897087,-118.36673439,POINT (-13176524.59915746 4048822.757611579)
2423019010,9/2/14,2014,4,10850 W BLOOMFIELD ST,Los Angeles ,91602.0,6,28.0,1924.0,6.0,4360.0,34.14897084,-118.36689964,POINT (-13176542.99470332 4048822.75357622)
2423020010,6/18/13,2013,4,10934 W BLOOMFIELD ST,NORTH HOLLYWOOD ,91602.0,4,49.0,1950.0,4.0,3756.0,34.14897049,-118.36923903,POINT (-13176803.41440688 4048822.706497048)
2423020011,6/18/13,2013,4,10938 W BLOOMFIELD ST,NORTH HOLLYWOOD ,91602.0,4,0.0,1951.0,4.0,2493.0,34.14897045,-118.36940488,POINT (-13176821.87674443 4048822.701116571)
2423020012,6/18/13,2013,4,10950 W BLOOMFIELD ST,NORTH HOLLYWOOD ,91602.0,7,0.0,1941.0,8.0,5220.0,34.14897043,-118.36964841,POINT (-13176848.98638003 4048822.698426334)
2423023004,6/4/08,2008,4,4249 N CAHUENGA BLVD,NORTH HOLLYWOOD ,91602.0,4,0.0,1947.0,4.0,5712.0,34.14732256,-118.36183456,POINT (-13175979.15257689 4048601.04242917)
2423023005,6/4/08,2008,4,4245 N CAHUENGA BLVD,NORTH HOLLYWOOD ,91602.0,4,0.0,1946.0,4.0,3448.0,34.14718517,-118.36183374,POINT (-13175979.06129491 4048582.562211888)
2423023006,6/4/08,2008,4,4241 N CAHUENGA BLVD,NORTH HOLLYWOOD ,91602.0,4,0.0,1946.0,4.0,3448.0,34.14704777,-118.36183294,POINT (-13175978.97223931 4048564.080679575)
2423023022,10/2/19,2019,4,10658 W WHIPPLE ST,NORTH HOLLYWOOD ,91602.0,3,0.0,1942.0,3.0,2590.0,34.14770275,-118.36351603,POINT (-13176166.33296108 4048652.181633862)
2423023023,6/11/18,2018,4,10652 W WHIPPLE ST,NORTH HOLLYWOOD ,91602.0,3,0.0,1941.0,3.0,2590.0,34.14756174,-118.36331159,POINT (-13176143.57480437 4048633.214408364)
2424002005,12/30/14,2014,4,4400 N CAHUENGA BLVD,NORTH HOLLYWOOD ,91602.0,4,0.0,1940.0,4.0,2470.0,34.15057799,-118.36112463,POINT (-13175900.12353079 4049038.936467659)
2424005001,7/17/17,2017,4,10352  RIVERSIDE ,TOLUCA LAKE ,91602.0,6,0.0,1940.0,6.0,5123.0,34.15191183,-118.35685897,POINT (-13175425.27243169 4049218.358679679)
2424006030,11/28/17,2017,4,4441 N FORMAN AVE,LOS ANGELES ,91602.0,4,0.0,1948.0,4.0,4166.0,34.15163285,-118.35304088,POINT (-13175000.24459709 4049180.83129912)
2424011002,8/3/20,2020,4,4376 N CAHUENGA BLVD,LOS ANGELES ,91602.0,3,0.0,1939.0,3.0,2509.0,34.15006167,-118.36112639,POINT (-13175900.31945309 4048969.484163113)
2424011003,12/10/19,2019,4,4372 N CAHUENGA BLVD,LOS ANGELES ,91602.0,4,0.0,1946.0,4.0,3430.0,34.14992428,-118.36112557,POINT (-13175900.22817111 4048951.003346571)
2424011004,12/10/19,2019,4,4366 N CAHUENGA BLVD,LOS ANGELES ,91602.0,4,0.0,1941.0,4.0,2590.0,34.14977376,-118.36112252,POINT (-13175899.88864667 4048930.756401634)
2425003025,8/16/17,2017,4,3649 N REGAL PL,LOS ANGELES ,90068.0,5,0.0,1938.0,6.0,5456.0,34.13429083,-118.36201546,POINT (-13175999.29027277 4046848.288766157)
2425005018,4/17/19,2019,4,3686 N FREDONIA DR,LOS ANGELES ,90068.0,2,0.0,1923.0,2.0,1680.0,34.13325021,-118.36165042,POINT (-13175958.65420585 4046708.338149405)
2425005046,7/7/15,2015,4,3696 N FREDONIA DR,LOS ANGELES ,90068.0,2,3.0,1952.0,2.0,1072.0,34.13309902,-118.36188853,POINT (-13175985.16048981 4046688.005093571)
2506035010,8/24/17,2017,7,12534 N SAN FERNANDO RD,SYLMAR ,91342.0,2,0.0,1956.0,2.0,1619.0,34.29791889,-118.45586283,POINT (-13186446.33171346 4068875.749792323)
2506035040,12/1/17,2017,7,12518 N SAN FERNANDO ROAD,LOS ANGELES ,91342.0,2,0.0,1961.0,2.0,2110.0,34.29772803,-118.45544193,POINT (-13186399.47733979 4068850.031439418)
2537015054,3/12/08,2008,7,12159 N BRANFORD ST,Los Angeles ,91352.0,3,0.0,1959.0,25.0,0.0,34.25308665,-118.39894126,POINT (-13180109.85152591 4062836.217088159)
2558006002,6/23/17,2017,7,10324 N MT GLEASON AVE,LOS ANGELES ,91042.0,2,0.0,1946.0,2.0,2698.0,34.25669358,-118.30228381,POINT (-13169349.99341053 4063322.002143491)
2558031003,5/1/19,2019,7,10243 N HELENDALE AVE,LOS ANGELES ,91042.0,2,0.0,1952.0,2.0,1504.0,34.2554045,-118.29665895,POINT (-13168723.83685955 4063148.385127052)
2565008075,5/24/16,2016,7,10327 N SAMOA AVE,LOS ANGELES ,91042.0,1,0.0,1922.0,2.0,1731.0,34.25666952,-118.28748067,POINT (-13167702.11540359 4063318.761648857)
2565013040,11/28/18,2018,7,10150 N HILLHAVEN AVE,LOS ANGELES ,91042.0,4,0.0,1954.0,4.0,3038.0,34.25375228,-118.28946662,POINT (-13167923.19034633 4062925.863256607)
2565013041,11/28/18,2018,7,10140 N HILLHAVEN AVE,LOS ANGELES ,91042.0,4,0.0,1954.0,4.0,3038.0,34.2535684,-118.28946668,POINT (-13167923.1970255 4062901.098470398)
2565014030,12/4/19,2019,7,10140 N COMMERCE AVE,TUJUNGA ,91042.0,4,0.0,1922.0,4.0,2697.0,34.25352708,-118.28828756,POINT (-13167791.93798752 4062895.533538936)
2565014031,12/4/19,2019,7,10132 N COMMERCE AVE,LOS ANGELES ,91042.0,4,0.0,1922.0,4.0,2697.0,34.25332759,-118.28828765,POINT (-13167791.94800627 4062868.666486946)
2568015031,3/7/13,2013,7,9947 N MARCUS AVE,TUJUNGA ,91042.0,2,0.0,1921.0,2.0,966.0,34.24923797,-118.28211828,POINT (-13167105.17687936 4062317.895857746)
2568016049,4/24/17,2017,7,9920  PINEWOOD AVE,TUJUNGA ,91042.0,3,0.0,1928.0,3.0,1782.0,34.24869421,-118.28576326,POINT (-13167510.93419691 4062244.666855472)
2604019004,8/27/14,2014,7,12867 N SAN FERNANDO ROAD,Los Angeles ,91342.0,2,18.0,1939.0,1.0,2995.0,34.3035689,-118.46542125,POINT (-13187510.37016065 4069637.114161949)
2620001009,2/19/21,2021,7,10651 N SAN FERNANDO ROAD,LOS ANGELES ,91331.0,1,0.0,1938.0,0.0,1228.0,34.26341693,-118.41976128,POINT (-13182427.52555062 4064227.565459192)
2631001016,10/10/14,2014,6,11933 W ALLEGHENY ST,Los Angeles ,91352.0,2,0.0,1952.0,2.0,1850.0,34.23740109,-118.39334903,POINT (-13179487.32732991 4060723.911816264)
2631001017,10/15/18,2018,6,11957 W ALLEGHENY ST,LOS ANGELES ,91352.0,2,0.0,1945.0,2.0,1756.0,34.23703362,-118.39384636,POINT (-13179542.68985226 4060674.430968648)
2638026001,7/26/16,2016,6,14331 W ROSCOE BLVD,VAN NUYS ,91402.0,2,0.0,1951.0,2.0,1612.0,34.22193835,-118.44575298,POINT (-13185320.90835946 4058641.997898811)
2638026002,7/26/16,2016,6,14325 W ROSCOE BLVD,VAN NUYS ,91402.0,3,0.0,1951.0,2.0,1948.0,34.22193747,-118.44555855,POINT (-13185299.26451087 4058641.879425881)
2638026003,7/26/16,2016,6,14319 W ROSCOE BLVD,VAN NUYS ,91402.0,2,0.0,1951.0,2.0,1612.0,34.22193847,-118.44536495,POINT (-13185277.71305745 4058642.014054207)
2638026004,7/26/16,2016,6,14313 W ROSCOE BLVD,VAN NUYS ,91402.0,2,0.0,1951.0,2.0,1612.0,34.22193954,-118.44517145,POINT (-13185256.17273599 4058642.158106521)
2649012006,3/5/15,2015,7,15454 W CHATSWORTH ST,LOS ANGELES ,91345.0,5,0.0,1959.0,45.0,21347.0,34.26401284,-118.46935229,POINT (-13187947.97153174 4064307.831653006)
2650019024,6/14/17,2017,6,9763 N VESPER AVE,PANORAMA CITY ,91402.0,2,0.0,1941.0,2.0,3020.0,34.24767397,-118.45075673,POINT (-13185877.92326152 4062107.270829584)
2650034022,10/4/16,2016,7,9336 N LEMONA AVE,NORTH HILLS ,91343.0,2,0.0,1950.0,2.0,1877.0,34.24044645,-118.45819682,POINT (-13186706.15029178 4061133.986239912)
2654025044,1/24/18,2018,6,8444 N COLUMBUS AVE,LOS ANGELES ,91343.0,2,0.0,1935.0,1.0,780.0,34.22416001,-118.46490377,POINT (-13187452.76455056 4058941.100211003)
2654027008,10/20/16,2016,6,8405 N SEPULVEDA BLVD,SEPULVEDA ,91343.0,42,0.0,1964.0,42.0,14711.0,34.22310703,-118.46834662,POINT (-13187836.02085943 4058799.336422895)
2656018032,12/24/09,2009,7,9339 N SEPULVEDA BLVD,SEPULVEDA ,91343.0,12,0.0,1953.0,12.0,9314.0,34.24042907,-118.46804783,POINT (-13187802.75970878 4061131.645885515)
2696001007,4/10/19,2019,12,17322 W SAN FERNANDO MISSION BLVD,LOS ANGELES ,91344.0,2,0.0,1954.0,1.0,1931.0,34.2717172,-118.51187936,POINT (-13192682.06330907 4065345.622881619)
2734031014,2/23/18,2018,12,17355 W LASSEN ST,LOS ANGELES ,91325.0,2,0.0,1950.0,2.0,2356.0,34.25079267,-118.51298416,POINT (-13192805.0490825 4062527.2723278)
2770017006,9/12/18,2018,12,8760 N BAIRD AVE,LOS ANGELES ,91324.0,2,0.0,1951.0,2.0,1506.0,34.23047499,-118.53701276,POINT (-13195479.90059897 4059791.329697338)
2785010002,5/20/14,2014,12,18751 W CHASE ST,NORTHRIDGE ,91324.0,2,0.0,1927.0,2.0,1538.0,34.22498238,-118.54216525,POINT (-13196053.47316209 4059051.817968453)
2785018029,5/19/14,2014,12,18528 W CHASE ST,NORTHRIDGE ,91324.0,6,28.0,1939.0,6.0,4244.0,34.22409271,-118.53714165,POINT (-13195494.24856814 4058932.039489281)
2786005011,8/21/17,2017,12,18438 W BRYANT ST,LOS ANGELES ,91325.0,2,0.0,0.0,2.0,1275.0,34.22712462,-118.53507217,POINT (-13195263.87510833 4059340.238245095)
2786005012,8/21/17,2017,12,18440 W BRYANT ST,LOS ANGELES ,91325.0,2,0.0,0.0,2.0,1275.0,34.22712468,-118.53523759,POINT (-13195282.2895785 4059340.246323291)
4004007002,6/17/19,2019,8,5869 S WEST BLVD,LOS ANGELES ,90043.0,2,0.0,1923.0,3.0,2702.0,33.98750107,-118.33557028,POINT (-13173055.42630124 4027123.848660739)
4005010006,6/18/08,2008,8,5816 S 8TH AVE,Los Angeles ,90043.0,2,0.0,1922.0,2.0,1870.0,33.98846721,-118.32612719,POINT (-13172004.22633092 4027253.559312405)
4006004012,7/19/17,2017,8,6113 S CRENSHAW BLVD,LOS ANGELES ,90043.0,4,0.0,1939.0,4.0,3168.0,33.98407391,-118.33129992,POINT (-13172580.05200053 4026663.741774374)
4006006001,5/7/15,2015,8,6000 S WEST BLVD,LOS ANGELES ,90043.0,1,0.0,1923.0,1.0,2296.0,33.98520332,-118.33477876,POINT (-13172967.31469789 4026815.366529008)
4006008019,1/11/16,2016,8,6336 S BRYNHURST AVE,LOS ANGELES ,90043.0,1,0.0,1922.0,2.0,2268.0,33.98175089,-118.33336648,POINT (-13172810.10040743 4026351.879665718)
4006018005,12/18/19,2019,8,6513 S CRENSHAW BLVD,LOS ANGELES ,90043.0,2,0.0,1959.0,4.0,1320.0,33.98011552,-118.33131624,POINT (-13172581.86873462 4026132.338696779)
4006020010,10/29/18,2018,8,6521 S BRYNHURST AVE,LOS ANGELES ,90043.0,4,0.0,1914.0,4.0,2570.0,33.97992948,-118.3341939,POINT (-13172902.2083805 4026107.363942262)
4006020014,3/13/19,2019,8,6527 S BRYNHURST AVE,LOS ANGELES ,90043.0,2,0.0,1933.0,2.0,1850.0,33.97979208,-118.33419427,POINT (-13172902.24956871 4026088.918851195)
4006020025,2/5/20,2020,8,6559 S BRYNHURST AVE,LOS ANGELES ,90043.0,4,0.0,1937.0,4.0,3188.0,33.97893915,-118.33419606,POINT (-13172902.4488306 4025974.418997572)
4103008016,9/1/17,2017,11,5400 W ALVERN CIR,WESTCHESTER ,90045.0,5,0.0,1952.0,5.0,3574.0,33.97515775,-118.37475522,POINT (-13177417.4738688 4025466.806478748)
4103008017,9/1/17,2017,11,7003 S LA TIJERA BLVD,WESTCHESTER ,90045.0,5,0.0,1951.0,5.0,3759.0,33.9750249,-118.37489266,POINT (-13177432.77361962 4025448.973197217)
4103009003,2/27/15,2015,11,7036 S LA TIJERA BLVD,LOS ANGELES ,90045.0,3,0.0,1947.0,3.0,1789.0,33.97407213,-118.37490157,POINT (-13177433.76547628 4025321.077772505)
4103009011,5/3/17,2017,11,7128 S LA TIJERA BLVD,LOS ANGELES ,90045.0,4,34.0,1950.0,4.0,2203.0,33.97312551,-118.37596582,POINT (-13177552.23724436 4025194.009314534)
4103009012,5/3/17,2017,11,7134 S LA TIJERA BLVD,LOS ANGELES ,90045.0,3,0.0,1949.0,3.0,2085.0,33.97300718,-118.37609884,POINT (-13177567.04496302 4025178.125521173)
4103009013,5/3/17,2017,11,5511 W THORNBURN ST,LOS ANGELES ,90045.0,7,0.0,1950.0,5.0,3773.0,33.97286832,-118.37623991,POINT (-13177582.74880359 4025159.485952078)
4103010023,4/29/14,2014,11,6919 S KITTYHAWK AVE,WESTCHESTER ,90045.0,3,0.0,1948.0,3.0,2316.0,33.97508161,-118.37266755,POINT (-13177185.07550746 4025456.585729717)
4103010024,1/28/15,2015,11,5300 W KNOWLTON ST,LOS ANGELES ,90045.0,6,0.0,1952.0,6.0,4426.0,33.97528428,-118.37247005,POINT (-13177163.08990803 4025483.791413294)
4103012016,4/10/19,2019,11,6922 S GLASGOW AVE,LOS ANGELES ,90045.0,1,0.0,1948.0,3.0,2528.0,33.97471259,-118.37198774,POINT (-13177109.39940442 4025407.049993791)
4103015015,12/13/17,2017,11,7199 S LA CIENEGA BLVD,LOS ANGELES ,90045.0,2,0.0,1950.0,2.0,1819.0,33.97028028,-118.3706469,POINT (-13176960.13777839 4024812.091620276)
4103018007,9/4/19,2019,11,7108 S RAMSGATE AVE,LOS ANGELES ,90045.0,2,0.0,1949.0,2.0,1778.0,33.97268255,-118.37335347,POINT (-13177261.43177258 4025134.5495691)
4103022009,10/22/18,2018,11,5506 W THORNBURN ST,LOS ANGELES ,90045.0,4,0.0,1948.0,4.0,3418.0,33.97223991,-118.37641418,POINT (-13177602.14845125 4025075.133087558)
4107022007,11/7/14,2014,11,6006 W 85TH PL,Los Angeles ,90045.0,1,0.0,1944.0,2.0,1612.0,33.96019668,-118.38850452,POINT (-13178948.03894357 4023458.664110386)
4112030021,2/21/18,2018,11,8385 S DUNBARTON AVE,WESTCHESTER ,90045.0,2,0.0,1948.0,2.0,1681.0,33.9608454,-118.40554936,POINT (-13180845.46185302 4023545.730912079)
4112030022,8/1/18,2018,11,8389 S DUNBARTON AVE,LOS ANGELES ,90045.0,2,0.0,1948.0,2.0,1681.0,33.96070109,-118.40554024,POINT (-13180844.44661926 4023526.36254452)
4116033037,1/15/14,2014,11,6991 S TROLLEYWAY ,PLAYA DEL REY ,90293.0,2,0.0,1956.0,2.0,2328.0,33.95609046,-118.44951296,POINT (-13185739.46741846 4022907.570492619)
4116033047,5/7/15,2015,11,7029 S TROLLEYWAY ,LOS ANGELES ,90293.0,2,0.0,1956.0,2.0,2454.0,33.95547549,-118.44914511,POINT (-13185698.51854377 4022825.037983592)
4116033049,9/12/12,2012,11,7037 S TROLLEYWAY ,PLAYA DEL REY ,90293.0,2,0.0,1956.0,2.0,2458.0,33.95532792,-118.44905683,POINT (-13185688.69125912 4022805.233330065)
4119037042,9/4/15,2015,11,7777  91ST ST,LOS ANGELES ,90293.0,1,0.0,1971.0,1.0,1050.0,33.9577374,-118.43176845,POINT (-13183764.15760089 4023128.602245696)
4122016003,10/31/16,2016,11,6756 W 86TH PL,LOS ANGELES ,90045.0,2,0.0,1948.0,2.0,1940.0,33.95906308,-118.40862171,POINT (-13181187.47429056 4023306.521595118)
4125011005,11/3/17,2017,11,9007 S RAMSGATE AVE,LOS ANGELES ,90045.0,4,0.0,1952.0,4.0,3694.0,33.95491854,-118.38296599,POINT (-13178331.49260422 4022750.292606826)
4125011006,11/3/17,2017,11,9011 S RAMSGATE AVE,LOS ANGELES ,90045.0,4,0.0,1951.0,4.0,3542.0,33.9547673,-118.38296558,POINT (-13178331.44696323 4022729.995553702)
4125011010,11/3/17,2017,11,9033 S RAMSGATE AVE,LOS ANGELES ,90045.0,4,0.0,1950.0,4.0,2948.0,33.95416263,-118.38296412,POINT (-13178331.28443677 4022648.846620881)
4125011011,11/3/17,2017,11,9037 S RAMSGATE AVE,LOS ANGELES ,90045.0,4,0.0,1949.0,3.0,2948.0,33.95401151,-118.38296379,POINT (-13178331.24770135 4022628.565852419)
4125011012,11/3/17,2017,11,9043 S RAMSGATE AVE,LOS ANGELES ,90045.0,4,0.0,1949.0,4.0,2948.0,33.95386159,-118.38296864,POINT (-13178331.78760087 4022608.446163241)
4125011013,4/16/15,2015,11,9051 S RAMSGATE AVE,LOS ANGELES ,90045.0,4,0.0,1950.0,4.0,3070.0,33.95360596,-118.3830042,POINT (-13178335.74612197 4022574.139974007)
4125011014,4/16/15,2015,11,5762 W MORLEY ST,LOS ANGELES ,90045.0,4,31.0,1949.0,4.0,2596.0,33.95349183,-118.38275843,POINT (-13178308.38713071 4022558.823474103)
4125011015,4/11/18,2018,11,5760 W MORLEY ST,LOS ANGELES ,90045.0,4,0.0,1950.0,4.0,2982.0,33.95352836,-118.3825066,POINT (-13178280.35354335 4022563.725879134)
4125012001,2/24/14,2014,11,8730 S BELFORD AVE,WESTCHESTER ,90045.0,12,0.0,1949.0,48.0,44110.0,33.95676713,-118.38352709,POINT (-13178393.95397051 4022998.384185616)
4125012010,11/3/17,2017,11,8911 S RAMSGATE AVE,WESTCHESTER ,90045.0,2,0.0,1949.0,2.0,1691.0,33.95616043,-118.38296887,POINT (-13178331.81320436 4022916.960906625)
4125012011,3/9/18,2018,11,8917 S RAMSGATE AVE,WESTCHESTER ,90045.0,2,0.0,1949.0,2.0,1690.0,33.95600654,-118.38296852,POINT (-13178331.77424254 4022896.307911077)
4125014004,6/17/19,2019,11,8827 S READING AVE,LOS ANGELES ,90045.0,3,0.0,1950.0,3.0,2334.0,33.95680001,-118.38188681,POINT (-13178211.35883615 4023002.796922514)
4125014005,6/17/19,2019,11,8835 S READING AVE,LOS ANGELES ,90045.0,4,0.0,1950.0,4.0,2829.0,33.95664475,-118.38188626,POINT (-13178211.29761043 4022981.959907976)
4125014022,11/28/18,2018,11,8900 S RAMSGATE AVE,LOS ANGELES ,90045.0,4,0.0,1950.0,4.0,2416.0,33.95644591,-118.3823604,POINT (-13178264.07863379 4022955.274197885)
4125015001,4/4/18,2018,11,8733 S READING AVE,LOS ANGELES ,90045.0,3,0.0,1949.0,3.0,2376.0,33.95885159,-118.38189508,POINT (-13178212.27944834 4023278.137362422)
4125015018,11/3/17,2017,11,8716 S RAMSGATE AVE,LOS ANGELES ,90045.0,4,0.0,1951.0,4.0,3260.0,33.95841068,-118.38236727,POINT (-13178264.84339869 4023218.962725064)
4125016009,5/27/15,2015,11,8748 S READING AVE,Los Angeles ,90045.0,2,0.0,1949.0,2.0,1944.0,33.95860122,-118.38128627,POINT (-13178144.50702915 4023244.535106755)
4125017002,11/3/17,2017,11,8928 S READING AVE,LOS ANGELES ,90045.0,4,0.0,1951.0,4.0,3542.0,33.95569872,-118.38127628,POINT (-13178143.39494744 4022854.996663817)
4125017003,11/3/17,2017,11,8922 S READING AVE,LOS ANGELES ,90045.0,4,0.0,1951.0,4.0,3542.0,33.95585123,-118.3812768,POINT (-13178143.45283357 4022875.464380564)
4125017009,6/5/15,2015,11,8840 S READING AVE,LOS ANGELES ,90045.0,2,0.0,1949.0,2.0,1944.0,33.95661378,-118.38127942,POINT (-13178143.74449063 4022977.80351461)
4125017010,2/12/18,2018,11,8834 S READING AVE,WESTCHESTER ,90045.0,2,0.0,1949.0,2.0,1962.0,33.95676628,-118.38127995,POINT (-13178143.80348997 4022998.27010941)
4125023007,7/18/17,2017,11,9520 S BELFORD AVE,LOS ANGELES ,90045.0,10,0.0,1957.0,10.0,5484.0,33.94961568,-118.38373469,POINT (-13178417.06389679 4022038.647716708)
4125023026,12/20/10,2010,11,5842 W 95TH ST,WESTCHESTER ,90045.0,1,0.0,1957.0,6.0,4591.0,33.95004911,-118.38458395,POINT (-13178511.60308755 4022096.812446693)
4128005022,11/8/17,2017,11,5200 W 95TH ST,LOS ANGELES ,90045.0,4,0.0,1950.0,4.0,4936.0,33.9501308,-118.37044802,POINT (-13176937.99855806 4022107.774980833)
4128009036,4/19/18,2018,11,5330 W 93RD ST,LOS ANGELES ,90045.0,2,0.0,1948.0,2.0,1550.0,33.95136944,-118.37364575,POINT (-13177293.96823335 4022273.997757435)
4128010001,6/11/18,2018,11,9302 S AVIATION BLVD,LOS ANGELES ,90045.0,2,0.0,1948.0,2.0,1595.0,33.95135041,-118.37671137,POINT (-13177635.23149072 4022271.443954796)
4128010019,4/19/18,2018,11,9508 S AVIATION BLVD,LOS ANGELES ,90045.0,4,0.0,1978.0,4.0,3840.0,33.95017069,-118.37709022,POINT (-13177677.4048798 4022113.128093812)
4128010020,4/19/18,2018,11,9500 S AVIATION BLVD,LOS ANGELES ,90045.0,3,0.0,1948.0,3.0,2244.0,33.95031825,-118.37702243,POINT (-13177669.85853152 4022132.930205145)
4128011021,4/19/18,2018,11,9608 S AVIATION BLVD,LOS ANGELES ,90045.0,5,0.0,1948.0,4.0,3001.0,33.94942646,-118.37743212,POINT (-13177715.46501371 4022013.255173629)
4128015005,10/30/18,2018,11,9627 S GLASGOW PL,LOS ANGELES ,90045.0,2,0.0,1949.0,2.0,1550.0,33.94854229,-118.37179401,POINT (-13177087.83347947 4021894.603956868)
4128017022,11/7/17,2017,11,9828 S GLASGOW PL,LOS ANGELES ,90045.0,2,0.0,1949.0,2.0,1550.0,33.94636714,-118.37238708,POINT (-13177153.85372988 4021602.714890592)
4128018022,10/26/17,2017,11,9819 S GLASGOW PL,LOS ANGELES ,90045.0,10,0.0,1949.0,10.0,8846.0,33.94685233,-118.37267122,POINT (-13177185.48404999 4021667.82315903)
4207004021,5/8/17,2017,5,3812 S DUNN DR,LOS ANGELES ,90232.0,3,0.0,1932.0,3.0,2880.0,34.02268551,-118.3990536,POINT (-13180122.3571575 4031848.542774094)
4208005020,5/4/15,2015,5,10300 W VENICE BLVD,LOS ANGELES ,90232.0,6,34.0,1941.0,6.0,3312.0,34.02078537,-118.40268243,POINT (-13180526.31666528 4031593.335076203)
4208009004,6/5/19,2019,5,10610 W VENICE BLVD,LOS ANGELES ,90232.0,4,0.0,1950.0,4.0,2645.0,34.01879818,-118.40601811,POINT (-13180897.64286433 4031326.441809434)
4215023018,6/19/18,2018,11,4750 S SAWTELLE BLVD,LOS ANGELES ,90230.0,2,0.0,1940.0,2.0,1952.0,33.99919749,-118.40614906,POINT (-13180912.22015165 4028694.269157492)
